nome,telefone,valor_contribuido,forma_pagamento
Mariana Pereira,(71) 95731-2957,65,Espécie
Eduardo Nascimento,(71) 97368-2958,75,Espécie
João Nascimento,(71) 99559-2959,80,Espécie
Renata Martins,(71) 95798-2960,85,Espécie
Thiago Melo,(71) 92183-2961,80,Espécie
Carlos Lima,(71) 97762-2962,0,Não contribuiu
Elaine Ribeiro,(71) 94860-2963,85,PIX
Juliana Ferreira,(71) 96958-2964,0,Não contribuiu
Juliana Costa,(71) 92763-2965,30,PIX
Patrícia Costa,(71) 96948-2966,0,Não contribuiu
Rodrigo Ribeiro,(71) 95203-2967,90,PIX
Thiago Lima,(71) 93723-2968,10,PIX
João Vieira,(71) 99991-2969,65,PIX
Yasmin Gomes,(71) 98567-2970,35,PIX
Rodrigo Barbosa,(71) 95306-2971,85,Espécie
Natália Mendes,(71) 97545-2972,80,Espécie
Samuel Dias,(71) 92756-2973,50,Espécie
Elaine Oliveira,(71) 97904-2974,15,Espécie
Renata Pereira,(71) 99490-2975,40,PIX
Natália Carvalho,(71) 92094-2976,65,Espécie
Rafael Martins,(71) 97980-2977,100,PIX
Gustavo Silva,(71) 94326-2978,0,Não contribuiu
Bruno Santos,(71) 96242-2979,90,PIX
Camila Moreira,(71) 91172-2980,85,Espécie
Elaine Barbosa,(71) 99087-2981,70,PIX
Patrícia Souza,(71) 99348-2982,15,PIX
Beatriz Nascimento,(71) 91224-2983,50,Espécie
Isabela Ferreira,(71) 92378-2984,10,Espécie
Natália Rocha,(71) 99878-2985,100,Espécie
Simone Martins,(71) 91915-2986,15,PIX
Aline Rocha,(71) 98074-2987,75,PIX
Lucas Santos,(71) 99497-2988,60,PIX
Yasmin Gomes,(71) 97938-2989,0,Não contribuiu
Marcelo Dias,(71) 95821-2990,0,Não contribuiu
Simone Rocha,(71) 91627-2991,90,PIX
Camila Pereira,(71) 95033-2992,80,Espécie
Gabriel Gomes,(71) 93257-2993,0,Não contribuiu
Renata Ferreira,(71) 92770-2994,10,Espécie
Vanessa Ramos,(71) 92790-2995,0,Não contribuiu
Camila Oliveira,(71) 97647-2996,50,Espécie
Samuel Nascimento,(71) 99962-2997,0,Não contribuiu
Yasmin Vieira,(71) 99116-2998,75,PIX
Fernanda Martins,(71) 92719-2999,10,PIX
Marcelo Oliveira,(71) 98038-3000,55,Espécie
Beatriz Costa,(71) 97245-3001,65,PIX
Marcelo Nascimento,(71) 98561-3002,100,Espécie
Aline Teixeira,(71) 99780-3003,75,Espécie
Carlos Martins,(71) 92091-3004,95,PIX
Mateus Dias,(71) 98864-3005,30,Espécie
Daniel Melo,(71) 99747-3006,100,PIX
Diego Dias,(71) 92716-3007,30,Espécie
Simone Silva,(71) 94636-3008,50,PIX
Beatriz Gomes,(71) 96857-3009,100,Espécie
Simone Gomes,(71) 91058-3010,0,Não contribuiu
Beatriz Santos,(71) 98201-3011,0,Não contribuiu
Vinícius Rocha,(71) 98072-3012,90,PIX
Daniel Martins,(71) 97468-3013,55,PIX
Mateus Oliveira,(71) 97282-3014,100,Espécie
Juliana Ramos,(71) 95784-3015,75,Espécie
Gustavo Teixeira,(71) 94504-3016,50,Espécie
Larissa Gomes,(71) 97944-3017,60,PIX
Daniel Costa,(71) 93594-3018,95,PIX
Camila Santos,(71) 95590-3019,75,Espécie
Ana Barbosa,(71) 92299-3020,90,Espécie
William Gomes,(71) 97872-3021,0,Não contribuiu
Eduardo Almeida,(71) 93159-3022,0,Não contribuiu
William Santos,(71) 97983-3023,30,Espécie
Marcelo Dias,(71) 92049-3024,90,PIX
Simone Costa,(71) 94405-3025,65,Espécie
Eduardo Costa,(71) 99254-3026,70,PIX
Renata Oliveira,(71) 96082-3027,95,PIX
Daniel Gomes,(71) 93024-3028,10,PIX
Carlos Ramos,(71) 95083-3029,0,Não contribuiu
Vanessa Oliveira,(71) 92436-3030,0,Não contribuiu
Samuel Ramos,(71) 98228-3031,85,Espécie
Vinícius Melo,(71) 93894-3032,100,Espécie
Eduardo Ferreira,(71) 99566-3033,0,Não contribuiu
Fernanda Souza,(71) 97395-3034,65,PIX
Elaine Rocha,(71) 93500-3035,40,Espécie
Helena Costa,(71) 99658-3036,15,Espécie
William Lima,(71) 91867-3037,0,Não contribuiu
Diego Mendes,(71) 94085-3038,0,Não contribuiu
Vanessa Moreira,(71) 93273-3039,25,Espécie
Aline Barbosa,(71) 99402-3040,70,Espécie
Beatriz Ramos,(71) 94494-3041,10,Espécie
Mariana Lima,(71) 96309-3042,50,PIX
Vinícius Santos,(71) 99035-3043,60,PIX
Camila Almeida,(71) 99961-3044,80,PIX
Gabriel Silva,(71) 99907-3045,0,Não contribuiu
Samuel Martins,(71) 95170-3046,90,Espécie
João Rocha,(71) 91125-3047,100,Espécie
Elaine Martins,(71) 92425-3048,30,PIX
Eduardo Oliveira,(71) 95529-3049,90,PIX
Diego Barbosa,(71) 93160-3050,0,Não contribuiu
Victor Lima,(71) 93545-3051,10,PIX
Rafael Melo,(71) 98333-3052,75,Espécie
Vanessa Dias,(71) 97806-3053,75,PIX
Samuel Pereira,(71) 94069-3054,85,PIX
Daniel Martins,(71) 96379-3055,70,Espécie
Elaine Vieira,(71) 99338-3056,80,PIX
Gabriel Carvalho,(71) 96786-3057,70,Espécie
Ana Lima,(71) 98742-3058,15,Espécie
Patrícia Mendes,(71) 96720-3059,90,Espécie
Lucas Ribeiro,(71) 91074-3060,50,Espécie
Patrícia Silva,(71) 95277-3061,100,Espécie
Aline Nascimento,(71) 96661-3062,45,PIX
Carlos Almeida,(71) 96128-3063,0,Não contribuiu
Diego Pereira,(71) 94356-3064,0,Não contribuiu
Marcelo Martins,(71) 92529-3065,90,PIX
Fábio Ramos,(71) 95714-3066,0,Não contribuiu
Ana Santos,(71) 93440-3067,0,Não contribuiu
Diego Mendes,(71) 95386-3068,85,PIX
Aline Oliveira,(71) 92785-3069,70,Espécie
Mariana Gomes,(71) 98106-3070,85,PIX
Rodrigo Oliveira,(71) 93249-3071,40,Espécie
Paulo Vieira,(71) 98243-3072,0,Não contribuiu
Fábio Dias,(71) 98787-3073,0,Não contribuiu
Daniel Barbosa,(71) 95385-3074,100,Espécie
Diego Ferreira,(71) 93752-3075,35,Espécie
Mariana Melo,(71) 94912-3076,45,Espécie
Lucas Dias,(71) 95445-3077,25,Espécie
Simone Nascimento,(71) 94706-3078,0,Não contribuiu
Larissa Mendes,(71) 98887-3079,30,Espécie
Sofia Oliveira,(71) 94198-3080,70,Espécie
Natália Teixeira,(71) 95337-3081,10,PIX
Lucas Carvalho,(71) 99519-3082,100,Espécie
Ana Santos,(71) 97169-3083,20,Espécie
Thiago Moreira,(71) 96087-3084,0,Não contribuiu
Beatriz Rocha,(71) 91219-3085,0,Não contribuiu
Diego Martins,(71) 98677-3086,40,Espécie
Victor Ferreira,(71) 94162-3087,80,PIX
Rafael Carvalho,(71) 95202-3088,90,Espécie
Lucas Lima,(71) 99268-3089,0,Não contribuiu
Sofia Almeida,(71) 98316-3090,0,Não contribuiu
Mariana Ferreira,(71) 96181-3091,80,Espécie
Samuel Teixeira,(71) 99830-3092,75,PIX
Gabriel Ribeiro,(71) 92268-3093,0,Não contribuiu
William Gomes,(71) 94507-3094,15,Espécie
Juliana Teixeira,(71) 99705-3095,40,PIX
Juliana Gomes,(71) 98100-3096,0,Não contribuiu
Paulo Gomes,(71) 92130-3097,0,Não contribuiu
Lucas Pereira,(71) 99859-3098,0,Não contribuiu
Eduardo Dias,(71) 98666-3099,100,Espécie
Isabela Ribeiro,(71) 91404-3100,55,PIX
Ana Rocha,(71) 93517-3101,85,PIX
Renata Barbosa,(71) 97364-3102,45,PIX
Juliana Ribeiro,(71) 92047-3103,85,Espécie
Mateus Teixeira,(71) 97084-3104,0,Não contribuiu
Marcelo Lima,(71) 94173-3105,0,Não contribuiu
Carlos Carvalho,(71) 93522-3106,95,PIX
Lucas Carvalho,(71) 95165-3107,70,PIX
Simone Silva,(71) 92357-3108,90,Espécie
Fernanda Dias,(71) 91442-3109,50,Espécie
Patrícia Rocha,(71) 98950-3110,85,PIX
Mariana Melo,(71) 92934-3111,35,PIX
William Vieira,(71) 95268-3112,0,Não contribuiu
Vanessa Souza,(71) 92543-3113,100,PIX
Lucas Barbosa,(71) 96069-3114,55,PIX
William Barbosa,(71) 92366-3115,100,PIX
Diego Santos,(71) 98859-3116,100,PIX
Beatriz Souza,(71) 91224-3117,75,Espécie
Marcelo Oliveira,(71) 96081-3118,50,PIX
Marcelo Nascimento,(71) 99835-3119,0,Não contribuiu
Fábio Nascimento,(71) 98363-3120,80,PIX
Paulo Mendes,(71) 98875-3121,0,Não contribuiu
Helena Souza,(71) 97477-3122,25,PIX
Carlos Barbosa,(71) 91468-3123,10,PIX
Victor Almeida,(71) 94497-3124,40,PIX
Gabriel Almeida,(71) 99678-3125,50,PIX
Rodrigo Silva,(71) 95993-3126,40,Espécie
Victor Silva,(71) 97652-3127,60,Espécie
William Ferreira,(71) 95597-3128,55,PIX
Samuel Almeida,(71) 97130-3129,85,Espécie
Eduardo Pereira,(71) 95698-3130,20,PIX
Fernanda Ferreira,(71) 91892-3131,45,PIX
Victor Teixeira,(71) 94496-3132,0,Não contribuiu
Beatriz Carvalho,(71) 93805-3133,15,Espécie
Fernanda Carvalho,(71) 98627-3134,95,Espécie
Simone Teixeira,(71) 98094-3135,55,Espécie
Lucas Lima,(71) 93842-3136,0,Não contribuiu
Gustavo Gomes,(71) 94888-3137,0,Não contribuiu
Gustavo Carvalho,(71) 95613-3138,30,Espécie
Gabriel Ferreira,(71) 98080-3139,40,PIX
Patrícia Barbosa,(71) 94237-3140,0,Não contribuiu
Juliana Costa,(71) 92112-3141,0,Não contribuiu
Gabriel Oliveira,(71) 94625-3142,100,PIX
Samuel Lima,(71) 92209-3143,75,PIX
Natália Pereira,(71) 94502-3144,0,Não contribuiu
Renata Mendes,(71) 96729-3145,15,PIX
Victor Nascimento,(71) 92502-3146,75,PIX
Paulo Dias,(71) 93881-3147,10,PIX
Beatriz Melo,(71) 98304-3148,0,Não contribuiu
Simone Silva,(71) 98595-3149,100,Espécie
Samuel Ribeiro,(71) 96455-3150,75,PIX
João Dias,(71) 91534-3151,90,Espécie
Eduardo Melo,(71) 95191-3152,30,PIX
Vanessa Santos,(71) 92322-3153,70,Espécie
Camila Vieira,(71) 91377-3154,10,PIX
Patrícia Ferreira,(71) 99855-3155,95,Espécie
Fábio Mendes,(71) 91128-3156,0,Não contribuiu
Simone Nascimento,(71) 94760-3157,0,Não contribuiu
Fábio Rocha,(71) 98243-3158,0,Não contribuiu
Fábio Souza,(71) 96648-3159,85,PIX
Fábio Silva,(71) 95103-3160,10,PIX
Sofia Silva,(71) 95889-3161,65,PIX
Fábio Nascimento,(71) 95034-3162,100,PIX
Fernanda Dias,(71) 95035-3163,0,Não contribuiu
Yasmin Silva,(71) 94672-3164,95,PIX
Thiago Mendes,(71) 92733-3165,80,Espécie
Renata Nascimento,(71) 93775-3166,25,Espécie
Gustavo Ferreira,(71) 95988-3167,0,Não contribuiu
Vinícius Vieira,(71) 93268-3168,70,PIX
Patrícia Ferreira,(71) 99850-3169,0,Não contribuiu
Simone Teixeira,(71) 94057-3170,40,Espécie
Mateus Rocha,(71) 93819-3171,0,Não contribuiu
Elaine Moreira,(71) 96316-3172,90,PIX
Thiago Costa,(71) 98130-3173,0,Não contribuiu
Fernanda Gomes,(71) 95956-3174,90,PIX
Juliana Moreira,(71) 97069-3175,25,PIX
Fábio Ferreira,(71) 95699-3176,35,PIX
Fábio Lima,(71) 95093-3177,0,Não contribuiu
João Ribeiro,(71) 91863-3178,95,Espécie
Thiago Dias,(71) 94702-3179,65,PIX
Rodrigo Pereira,(71) 91371-3180,60,Espécie
Lucas Teixeira,(71) 97826-3181,40,PIX
Renata Gomes,(71) 93137-3182,35,PIX
Diego Pereira,(71) 92379-3183,100,Espécie
Natália Gomes,(71) 98428-3184,55,Espécie
Paulo Ribeiro,(71) 98380-3185,90,Espécie
Eduardo Barbosa,(71) 93924-3186,0,Não contribuiu
Isabela Nascimento,(71) 99844-3187,75,Espécie
Bruno Vieira,(71) 99866-3188,55,PIX
Isabela Moreira,(71) 92653-3189,25,PIX
Camila Rocha,(71) 95771-3190,0,Não contribuiu
Beatriz Martins,(71) 91662-3191,65,PIX
Gabriel Silva,(71) 98616-3192,50,PIX
Yasmin Carvalho,(71) 92660-3193,70,PIX
Helena Moreira,(71) 94341-3194,0,Não contribuiu
Ana Teixeira,(71) 94301-3195,100,PIX
Patrícia Teixeira,(71) 91595-3196,70,PIX
Gabriel Lima,(71) 97805-3197,50,PIX
William Mendes,(71) 96215-3198,0,Não contribuiu
Carlos Nascimento,(71) 97027-3199,0,Não contribuiu
Ana Santos,(71) 91402-3200,55,PIX
Isabela Carvalho,(71) 99447-3201,80,Espécie
Mariana Rocha,(71) 91476-3202,0,Não contribuiu
Larissa Silva,(71) 91871-3203,10,Espécie
João Souza,(71) 94355-3204,20,Espécie
Vinícius Ferreira,(71) 92051-3205,40,Espécie
Gustavo Vieira,(71) 94507-3206,20,Espécie
Carlos Ferreira,(71) 91846-3207,0,Não contribuiu
Rafael Ramos,(71) 92382-3208,100,Espécie
Lucas Nascimento,(71) 98599-3209,60,Espécie
Rodrigo Vieira,(71) 99263-3210,25,Espécie
Thiago Ribeiro,(71) 97495-3211,70,PIX
Fábio Ribeiro,(71) 92843-3212,55,Espécie
Sofia Pereira,(71) 91914-3213,85,Espécie
Paulo Gomes,(71) 99895-3214,60,PIX
João Teixeira,(71) 93764-3215,20,Espécie
Victor Almeida,(71) 99299-3216,0,Não contribuiu
Beatriz Mendes,(71) 91221-3217,0,Não contribuiu
Rodrigo Costa,(71) 98621-3218,85,PIX
Fernanda Almeida,(71) 95393-3219,90,Espécie
Rodrigo Ribeiro,(71) 98699-3220,75,PIX
Simone Ferreira,(71) 96356-3221,0,Não contribuiu
Lucas Ramos,(71) 98765-3222,0,Não contribuiu
Isabela Ramos,(71) 92320-3223,0,Não contribuiu
Marcelo Souza,(71) 91873-3224,95,PIX
Marcelo Ramos,(71) 98467-3225,25,Espécie
Renata Martins,(71) 94104-3226,100,Espécie
Lucas Nascimento,(71) 97809-3227,0,Não contribuiu
Daniel Carvalho,(71) 94931-3228,0,Não contribuiu
Elaine Moreira,(71) 95637-3229,85,PIX
Gustavo Oliveira,(71) 92900-3230,80,PIX
Samuel Rocha,(71) 94128-3231,90,PIX
Marcelo Moreira,(71) 99375-3232,0,Não contribuiu
Gabriel Ramos,(71) 99410-3233,0,Não contribuiu
João Costa,(71) 91813-3234,0,Não contribuiu
Gabriel Souza,(71) 97527-3235,45,PIX
Paulo Costa,(71) 96188-3236,35,Espécie
William Gomes,(71) 97573-3237,0,Não contribuiu
Helena Melo,(71) 91402-3238,0,Não contribuiu
Sofia Melo,(71) 95913-3239,85,Espécie
Daniel Melo,(71) 99937-3240,50,Espécie
Helena Pereira,(71) 99246-3241,60,PIX
Juliana Moreira,(71) 92529-3242,30,PIX
Fábio Silva,(71) 92883-3243,0,Não contribuiu
Elaine Moreira,(71) 94136-3244,70,PIX
Gustavo Carvalho,(71) 92010-3245,75,PIX
Vanessa Costa,(71) 95606-3246,25,Espécie
Paulo Ferreira,(71) 93439-3247,0,Não contribuiu
Samuel Melo,(71) 92213-3248,0,Não contribuiu
Juliana Santos,(71) 93476-3249,30,Espécie
Rodrigo Martins,(71) 99088-3250,65,PIX
Larissa Costa,(71) 92171-3251,0,Não contribuiu
Natália Ferreira,(71) 92894-3252,80,Espécie
Marcelo Barbosa,(71) 95109-3253,20,PIX
Rodrigo Moreira,(71) 99101-3254,45,Espécie
Diego Silva,(71) 97950-3255,0,Não contribuiu
Patrícia Moreira,(71) 92434-3256,65,Espécie
Vanessa Ferreira,(71) 99548-3257,85,PIX
Simone Dias,(71) 93607-3258,35,Espécie
Marcelo Gomes,(71) 93016-3259,40,PIX
Renata Ramos,(71) 91283-3260,55,Espécie
Mariana Silva,(71) 94799-3261,25,PIX
Mateus Nascimento,(71) 92388-3262,70,Espécie
Diego Ferreira,(71) 93292-3263,0,Não contribuiu
Gustavo Gomes,(71) 99891-3264,65,PIX
Vinícius Moreira,(71) 98512-3265,25,PIX
Bruno Melo,(71) 95017-3266,0,Não contribuiu
Marcelo Mendes,(71) 97533-3267,0,Não contribuiu
Sofia Costa,(71) 97882-3268,100,Espécie
Paulo Costa,(71) 93635-3269,90,Espécie
Diego Melo,(71) 98911-3270,0,Não contribuiu
Patrícia Carvalho,(71) 98555-3271,15,Espécie
Fábio Teixeira,(71) 98809-3272,10,PIX
Helena Ramos,(71) 91502-3273,10,PIX
Vanessa Moreira,(71) 92440-3274,65,PIX
Samuel Carvalho,(71) 94040-3275,0,Não contribuiu
Aline Teixeira,(71) 93549-3276,80,Espécie
Helena Carvalho,(71) 91180-3277,45,PIX
Aline Nascimento,(71) 94601-3278,75,Espécie
Carlos Silva,(71) 95791-3279,0,Não contribuiu
William Ribeiro,(71) 94367-3280,65,Espécie
Fábio Lima,(71) 91676-3281,85,Espécie
Fernanda Ramos,(71) 91848-3282,10,Espécie
Gustavo Moreira,(71) 93961-3283,30,PIX
Helena Pereira,(71) 95660-3284,95,Espécie
Fernanda Costa,(71) 91532-3285,0,Não contribuiu
Vanessa Santos,(71) 95797-3286,70,Espécie
João Santos,(71) 91132-3287,90,PIX
Rafael Almeida,(71) 91692-3288,95,Espécie
Diego Lima,(71) 92094-3289,0,Não contribuiu
Gabriel Santos,(71) 98203-3290,55,Espécie
Elaine Melo,(71) 94696-3291,0,Não contribuiu
Mateus Oliveira,(71) 93699-3292,25,Espécie
Diego Silva,(71) 94211-3293,20,PIX
Beatriz Silva,(71) 96138-3294,20,Espécie
Diego Ferreira,(71) 98961-3295,40,PIX
Daniel Gomes,(71) 97310-3296,100,Espécie
Paulo Teixeira,(71) 91770-3297,0,Não contribuiu
Beatriz Pereira,(71) 96657-3298,85,Espécie
Daniel Ramos,(71) 93430-3299,35,Espécie
Rafael Oliveira,(71) 92897-3300,80,PIX
Rodrigo Ribeiro,(71) 93676-3301,0,Não contribuiu
Victor Silva,(71) 94809-3302,40,Espécie
Vanessa Barbosa,(71) 91050-3303,30,Espécie
Fernanda Pereira,(71) 91877-3304,0,Não contribuiu
Carlos Souza,(71) 97152-3305,0,Não contribuiu
Aline Oliveira,(71) 99807-3306,0,Não contribuiu
Carlos Carvalho,(71) 91569-3307,60,Espécie
Samuel Vieira,(71) 94289-3308,100,Espécie
Lucas Lima,(71) 91156-3309,50,Espécie
Eduardo Pereira,(71) 95333-3310,65,PIX
Daniel Ramos,(71) 98583-3311,50,PIX
Victor Martins,(71) 94792-3312,10,Espécie
Natália Teixeira,(71) 96968-3313,80,PIX
Bruno Nascimento,(71) 98683-3314,50,Espécie
Aline Souza,(71) 95555-3315,15,Espécie
Samuel Silva,(71) 99380-3316,85,Espécie
Vanessa Ferreira,(71) 94184-3317,90,Espécie
Aline Ferreira,(71) 99085-3318,35,PIX
Bruno Costa,(71) 95295-3319,70,PIX
Renata Mendes,(71) 93127-3320,0,Não contribuiu
Helena Ramos,(71) 94538-3321,60,PIX
Yasmin Oliveira,(71) 93548-3322,0,Não contribuiu
Natália Vieira,(71) 95880-3323,0,Não contribuiu
Juliana Martins,(71) 96551-3324,55,PIX
Yasmin Mendes,(71) 94986-3325,75,Espécie
Aline Costa,(71) 97754-3326,20,Espécie
Aline Ferreira,(71) 96875-3327,0,Não contribuiu
Rodrigo Santos,(71) 92462-3328,40,Espécie
Marcelo Almeida,(71) 93767-3329,0,Não contribuiu
Fábio Lima,(71) 93709-3330,75,Espécie
Bruno Teixeira,(71) 96428-3331,40,Espécie
Diego Pereira,(71) 92655-3332,40,PIX
Rodrigo Almeida,(71) 94237-3333,0,Não contribuiu
Natália Martins,(71) 95058-3334,10,PIX
Sofia Dias,(71) 96718-3335,25,Espécie
Aline Ribeiro,(71) 98338-3336,0,Não contribuiu
Carlos Ribeiro,(71) 92371-3337,0,Não contribuiu
Mateus Carvalho,(71) 94596-3338,30,PIX
Fábio Moreira,(71) 97952-3339,95,Espécie
Paulo Oliveira,(71) 94811-3340,0,Não contribuiu
Vinícius Carvalho,(71) 91435-3341,0,Não contribuiu
Rodrigo Ramos,(71) 95177-3342,85,PIX
Camila Barbosa,(71) 94745-3343,45,Espécie
Paulo Oliveira,(71) 97664-3344,30,PIX
Fábio Pereira,(71) 94601-3345,0,Não contribuiu
Rafael Carvalho,(71) 91066-3346,0,Não contribuiu
Carlos Dias,(71) 99317-3347,25,Espécie
Diego Teixeira,(71) 93991-3348,0,Não contribuiu
Camila Teixeira,(71) 98199-3349,0,Não contribuiu
Larissa Moreira,(71) 97841-3350,0,Não contribuiu
Mariana Oliveira,(71) 97377-3351,0,Não contribuiu
Vanessa Dias,(71) 92903-3352,100,Espécie
Gustavo Melo,(71) 99666-3353,55,PIX
Lucas Melo,(71) 93770-3354,30,Espécie
Aline Lima,(71) 93672-3355,25,PIX
Renata Melo,(71) 99465-3356,0,Não contribuiu
Helena Oliveira,(71) 97737-3357,0,Não contribuiu
Victor Pereira,(71) 92235-3358,90,PIX
William Nascimento,(71) 92490-3359,35,Espécie
Helena Mendes,(71) 98641-3360,0,Não contribuiu
Natália Oliveira,(71) 94937-3361,30,Espécie
Mateus Mendes,(71) 96512-3362,60,PIX
Samuel Silva,(71) 92423-3363,65,Espécie
Eduardo Moreira,(71) 97559-3364,45,Espécie
Victor Silva,(71) 91049-3365,0,Não contribuiu
Sofia Ramos,(71) 94203-3366,90,PIX
Natália Mendes,(71) 92674-3367,85,PIX
Rodrigo Moreira,(71) 91850-3368,35,Espécie
Renata Mendes,(71) 98078-3369,95,Espécie
Samuel Ferreira,(71) 95192-3370,100,PIX
Camila Carvalho,(71) 94868-3371,50,Espécie
Diego Souza,(71) 93088-3372,95,PIX
Gabriel Souza,(71) 96572-3373,0,Não contribuiu
Paulo Pereira,(71) 93709-3374,95,PIX
Victor Carvalho,(71) 98993-3375,0,Não contribuiu
Lucas Martins,(71) 97248-3376,45,Espécie
William Barbosa,(71) 97684-3377,20,PIX
Renata Pereira,(71) 95183-3378,40,PIX
Vinícius Rocha,(71) 92487-3379,90,Espécie
Vinícius Pereira,(71) 97176-3380,0,Não contribuiu
Renata Pereira,(71) 96218-3381,0,Não contribuiu
Paulo Lima,(71) 99359-3382,85,Espécie
Ana Barbosa,(71) 98031-3383,50,Espécie
Isabela Melo,(71) 96928-3384,10,Espécie
Camila Costa,(71) 94210-3385,50,Espécie
Thiago Carvalho,(71) 98418-3386,0,Não contribuiu
Ana Ramos,(71) 92528-3387,70,Espécie
João Ramos,(71) 94607-3388,0,Não contribuiu
Natália Mendes,(71) 97809-3389,40,Espécie
Camila Almeida,(71) 97125-3390,0,Não contribuiu
Renata Vieira,(71) 92278-3391,0,Não contribuiu
Aline Oliveira,(71) 94965-3392,55,PIX
Paulo Nascimento,(71) 96362-3393,35,Espécie
Fernanda Souza,(71) 92354-3394,35,Espécie
Vinícius Dias,(71) 98487-3395,50,PIX
Paulo Rocha,(71) 94963-3396,70,PIX
Fábio Almeida,(71) 98110-3397,85,PIX
Paulo Silva,(71) 98699-3398,0,Não contribuiu
Samuel Souza,(71) 94668-3399,0,Não contribuiu
Fernanda Mendes,(71) 97178-3400,15,PIX
Renata Almeida,(71) 93633-3401,0,Não contribuiu
Samuel Mendes,(71) 96704-3402,15,Espécie
Carlos Mendes,(71) 97892-3403,35,PIX
Victor Vieira,(71) 96975-3404,45,Espécie
Paulo Silva,(71) 98519-3405,45,Espécie
Eduardo Martins,(71) 97794-3406,35,PIX
Natália Barbosa,(71) 92658-3407,60,PIX
Gustavo Martins,(71) 95025-3408,80,Espécie
Vinícius Rocha,(71) 97401-3409,10,Espécie
Marcelo Carvalho,(71) 95533-3410,0,Não contribuiu
Patrícia Ribeiro,(71) 99126-3411,45,Espécie
Bruno Lima,(71) 97742-3412,35,Espécie
Juliana Ferreira,(71) 98070-3413,75,Espécie
Rafael Oliveira,(71) 91900-3414,40,Espécie
Larissa Gomes,(71) 99086-3415,45,PIX
Carlos Nascimento,(71) 92403-3416,75,Espécie
Carlos Martins,(71) 97228-3417,45,PIX
Samuel Melo,(71) 93028-3418,95,Espécie
Bruno Ramos,(71) 91261-3419,40,Espécie
Bruno Gomes,(71) 96033-3420,15,PIX
Simone Ramos,(71) 98630-3421,35,PIX
Elaine Pereira,(71) 93847-3422,25,PIX
Paulo Silva,(71) 93997-3423,90,PIX
João Carvalho,(71) 93221-3424,95,PIX
Rodrigo Souza,(71) 91864-3425,0,Não contribuiu
Samuel Melo,(71) 93101-3426,0,Não contribuiu
Aline Martins,(71) 92327-3427,70,PIX
Beatriz Souza,(71) 95914-3428,30,PIX
Simone Lima,(71) 98983-3429,0,Não contribuiu
Eduardo Vieira,(71) 97231-3430,90,PIX
William Barbosa,(71) 96044-3431,0,Não contribuiu
Mariana Martins,(71) 91883-3432,55,Espécie
Beatriz Vieira,(71) 96828-3433,20,Espécie
Vanessa Martins,(71) 93352-3434,90,PIX
Lucas Vieira,(71) 93223-3435,50,Espécie
Ana Gomes,(71) 96825-3436,0,Não contribuiu
Vanessa Teixeira,(71) 95067-3437,45,Espécie
Rodrigo Teixeira,(71) 97629-3438,0,Não contribuiu
Yasmin Silva,(71) 95220-3439,40,PIX
Rodrigo Santos,(71) 94263-3440,50,Espécie
Samuel Moreira,(71) 91230-3441,65,PIX
Fábio Dias,(71) 97319-3442,90,Espécie
Larissa Lima,(71) 93093-3443,95,Espécie
Renata Melo,(71) 96235-3444,60,PIX
Paulo Lima,(71) 91220-3445,0,Não contribuiu
Eduardo Moreira,(71) 99271-3446,10,PIX
Renata Lima,(71) 92660-3447,0,Não contribuiu
Gustavo Pereira,(71) 95807-3448,0,Não contribuiu
Camila Dias,(71) 96975-3449,10,Espécie
Aline Vieira,(71) 91978-3450,100,Espécie
Natália Costa,(71) 97760-3451,0,Não contribuiu
Fernanda Rocha,(71) 98118-3452,20,Espécie
Lucas Ribeiro,(71) 97456-3453,0,Não contribuiu
Natália Vieira,(71) 96636-3454,0,Não contribuiu
Marcelo Almeida,(71) 94147-3455,55,Espécie
Fernanda Oliveira,(71) 96913-3456,95,Espécie
Bruno Nascimento,(71) 93862-3457,60,Espécie
Eduardo Barbosa,(71) 92954-3458,0,Não contribuiu
Eduardo Martins,(71) 91929-3459,0,Não contribuiu
Fábio Ribeiro,(71) 96911-3460,0,Não contribuiu
Beatriz Melo,(71) 98469-3461,45,PIX
Diego Carvalho,(71) 92125-3462,50,PIX
Gustavo Melo,(71) 95201-3463,20,Espécie
Larissa Costa,(71) 91499-3464,30,Espécie
Mariana Nascimento,(71) 92810-3465,90,Espécie
Gabriel Vieira,(71) 92576-3466,40,PIX
Patrícia Gomes,(71) 99831-3467,90,PIX
William Melo,(71) 93394-3468,0,Não contribuiu
Paulo Teixeira,(71) 98539-3469,30,PIX
Diego Vieira,(71) 94601-3470,35,Espécie
Gabriel Vieira,(71) 91539-3471,0,Não contribuiu
Fábio Vieira,(71) 99143-3472,15,PIX
Samuel Almeida,(71) 94730-3473,0,Não contribuiu
Natália Rocha,(71) 99179-3474,80,Espécie
Renata Martins,(71) 97446-3475,75,Espécie
Mateus Carvalho,(71) 97938-3476,35,PIX
Gustavo Martins,(71) 94353-3477,0,Não contribuiu
Renata Lima,(71) 94351-3478,35,PIX
Rafael Barbosa,(71) 92913-3479,10,PIX
Gabriel Ribeiro,(71) 96910-3480,45,PIX
Patrícia Dias,(71) 97743-3481,0,Não contribuiu
Elaine Costa,(71) 98438-3482,0,Não contribuiu
Daniel Rocha,(71) 92077-3483,40,Espécie
Paulo Mendes,(71) 92185-3484,10,Espécie
